DRR091839_1.mature	DRR091842_1.mature	DRR091837_1.mature	DRR091838_1.mature	DRR091840_1.mature	DRR091848_1.mature	DRR091841_1.mature	DRR091847_1.mature	DRR091844_1.mature	DRR091849_1.mature	DRR091845_1.mature	DRR091846_1.mature	DRR091843_1.mature
hsa-miR-197-5p	0.0838602103421173	0.327573231486353	0.342493291246243	0.228299918364141	0	0	0.0856342302665385	0	0.528285306416335	0	0.431906958073429	0	0
hsa-miR-515-5p	0.167720420684235	0.109191077162118	0	0.0760999727880469	0.207397212799736	0.522593918289478	0.256902690799616	0.736393215335823	0.176095102138778	0	0.287937972048953	0	0.0971163446332316
hsa-miR-509-3p	0	0	0.513739936869364	0.228299918364141	0.414794425599472	0.391945438717108	0.256902690799616	0.245464405111941	0	0.135177262993187	0	0	0
hsa-miR-551b-3p	0.419301051710587	0.218382154324236	0.0856233228115607	0.380499863940235	0.103698606399868	0	0.342536921066154	0	0.0880475510693891	0	0	0.417979736305447	0
hsa-miR-1271-3p	0.0838602103421173	0.327573231486353	0.0856233228115607	0.228299918364141	0	0.130648479572369	0.428171151332693	0.736393215335823	0.0880475510693891	0.270354525986373	0	0.208989868152724	0
hsa-miR-663b	0	0	0	0	0	0	0	2.70010845623135	0	0	0	2.08989868152724	0
hsa-miR-1537-3p	0.0838602103421173	0.109191077162118	0.171246645623121	0.0760999727880469	0.311095819199604	0.130648479572369	0.342536921066154	0	0.264142653208167	0.540709051972747	0.143968986024476	0	0
hsa-miR-3133	0.0838602103421173	0.109191077162118	0.0856233228115607	0.0760999727880469	0.207397212799736	0.261296959144739	0	0	0	0.135177262993187	0.287937972048953	1.46292907706907	0.291349033899695
hsa-miR-3064-3p	0.167720420684235	0.109191077162118	0.0856233228115607	0.0760999727880469	0.414794425599472	0.391945438717108	0.171268460533077	0.490928810223882	0	0.135177262993187	0	0	0.388465378532927
hsa-miR-6501-5p	0	0.218382154324236	0.0856233228115607	0.304399891152188	0	0.130648479572369	0	0.245464405111941	0.176095102138778	0.40553178897956	0	1.25393920891634	0.0971163446332316
hsa-miR-6733-5p	0.251580631026352	0.109191077162118	0.256869968434682	0.228299918364141	0.311095819199604	0.130648479572369	0	0	0	0.135177262993187	0	0	0.58269806779939
hsa-miR-517a-3p	0.335440841368469	0	0	0.152199945576094	0.207397212799736	0.522593918289478	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0.417979736305447	0.291349033899695
hsa-miR-517b-3p	0.335440841368469	0	0	0.152199945576094	0.207397212799736	0.522593918289478	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0.417979736305447	0.291349033899695
hsa-miR-1304-5p	0	0.218382154324236	0.171246645623121	0	0.207397212799736	0.391945438717108	0.171268460533077	0.490928810223882	0.176095102138778	0	0.431906958073429	0	0.194232689266463
hsa-miR-4771	0	0	0.0856233228115607	0	0	0	0.0856342302665385	2.70010845623135	0	0.135177262993187	0	1.25393920891634	0
hsa-miR-4772-5p	0.0838602103421173	0.327573231486353	0.171246645623121	0.152199945576094	0.414794425599472	0.391945438717108	0	0	0.264142653208167	0	0	0	0.194232689266463
hsa-miR-7976	0	0.109191077162118	0.342493291246243	0.0760999727880469	0	0.130648479572369	0.0856342302665385	0.736393215335823	0.264142653208167	0.135177262993187	0.575875944097906	0.208989868152724	0
hsa-miR-182-3p	0	0.218382154324236	0	0	0.103698606399868	0.522593918289478	0.428171151332693	0.245464405111941	0	0.135177262993187	0.143968986024476	0.417979736305447	0.194232689266463
hsa-miR-432-3p	0.419301051710587	0.436764308648471	0.171246645623121	0	0.207397212799736	0.130648479572369	0.0856342302665385	0	0.0880475510693891	0	0.287937972048953	0	0.0971163446332316
hsa-miR-522-3p	0.0838602103421173	0.109191077162118	0	0	0	1.17583631615132	0.0856342302665385	0	0	0.540709051972747	0.143968986024476	0	0.194232689266463
hsa-miR-876-3p	0.335440841368469	0.109191077162118	0.428116614057803	0.0760999727880469	0.414794425599472	0	0.0856342302665385	0.245464405111941	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-760	0.0838602103421173	0	0	0.228299918364141	0.414794425599472	0	0.0856342302665385	0.736393215335823	0.176095102138778	0.135177262993187	0.143968986024476	0.417979736305447	0.0971163446332316
hsa-miR-3144-3p	0.335440841368469	0.218382154324236	0.0856233228115607	0.0760999727880469	0	0.130648479572369	0.0856342302665385	0	0	0.946240840952307	0.143968986024476	0	0.0971163446332316
hsa-miR-3661	0.0838602103421173	0.109191077162118	0	0	0.207397212799736	0.130648479572369	0.342536921066154	0.490928810223882	0.0880475510693891	0.270354525986373	0.143968986024476	0.417979736305447	0.194232689266463
hsa-miR-3688-5p	0	0	0	0.0760999727880469	0.207397212799736	0.391945438717108	0.171268460533077	0.245464405111941	0.264142653208167	0.40553178897956	0.143968986024476	0.626969604458171	0
hsa-miR-3150b-5p	0.167720420684235	0.109191077162118	0.513739936869364	0.152199945576094	0.414794425599472	0	0	0.245464405111941	0.176095102138778	0	0.143968986024476	0	0
hsa-miR-4424	0.503161262052704	0.109191077162118	0.342493291246243	0	0.207397212799736	0.130648479572369	0	0	0	0.135177262993187	0	0.835959472610895	0
hsa-miR-4524a-3p	0.167720420684235	0.109191077162118	0.0856233228115607	0.228299918364141	0	0	0.171268460533077	0	0.616332857485724	0	0.143968986024476	0.208989868152724	0.0971163446332316
hsa-miR-3529-5p	0.419301051710587	0.218382154324236	0.342493291246243	0.228299918364141	0	0.261296959144739	0	0	0.0880475510693891	0.135177262993187	0	0	0.0971163446332316
hsa-miR-4731-3p	0.251580631026352	0	0.171246645623121	0.228299918364141	0.311095819199604	0	0.0856342302665385	0	0	0	0	1.04494934076362	0.194232689266463
hsa-miR-6761-5p	0.0838602103421173	0.109191077162118	0	0.152199945576094	0.207397212799736	0.391945438717108	0.0856342302665385	0	0.176095102138778	0	0	1.25393920891634	0.0971163446332316
hsa-miR-6852-5p	0.0838602103421173	0.436764308648471	0	0	0.103698606399868	0.130648479572369	0.513805381599231	0.245464405111941	0	0	0.287937972048953	0.208989868152724	0.194232689266463
hsa-miR-105-5p	0.0838602103421173	0.109191077162118	0.171246645623121	0.0760999727880469	0.103698606399868	0.261296959144739	0.513805381599231	0	0	0	0.143968986024476	0.417979736305447	0.0971163446332316
hsa-miR-106a-3p	0.0838602103421173	0.109191077162118	0.0856233228115607	0	0	0.261296959144739	0	0.245464405111941	0	0	1.29572087422029	0.208989868152724	0.194232689266463
hsa-miR-219a-1-3p	0.0838602103421173	0.109191077162118	0	0	0	0	0	0.490928810223882	0.176095102138778	0.40553178897956	0.863813916146859	0.417979736305447	0.0971163446332316
hsa-miR-605-5p	0	0.109191077162118	0.171246645623121	0.152199945576094	0.103698606399868	0.261296959144739	0.171268460533077	0	0.176095102138778	0.135177262993187	0	0.626969604458171	0.194232689266463
hsa-miR-636	0.0838602103421173	0	0.0856233228115607	0.152199945576094	0	0.130648479572369	0.171268460533077	0.245464405111941	0.352190204277556	0.40553178897956	0.143968986024476	0.417979736305447	0
hsa-miR-549a	0	0.436764308648471	0	0.0760999727880469	0.103698606399868	0.914539357006586	0	0	0	0.40553178897956	0.287937972048953	0	0
hsa-miR-758-5p	0	0.218382154324236	0.171246645623121	0	0.207397212799736	0.130648479572369	0	0.736393215335823	0	0	0	1.25393920891634	0.194232689266463
hsa-miR-1305	0.167720420684235	0.109191077162118	0.256869968434682	0.152199945576094	0	0	0.0856342302665385	0.981857620447764	0.0880475510693891	0	0	0.417979736305447	0.194232689266463
hsa-miR-1267	0.0838602103421173	0.109191077162118	0	0.228299918364141	0	0.130648479572369	0.685073842132308	0	0.176095102138778	0.135177262993187	0.143968986024476	0	0
hsa-miR-1284	0.0838602103421173	0.218382154324236	0.0856233228115607	0.152199945576094	0.311095819199604	0	0	0	0.264142653208167	0.135177262993187	0.143968986024476	0.417979736305447	0.194232689266463
hsa-miR-3124-5p	0	0.218382154324236	0.0856233228115607	0.0760999727880469	0.311095819199604	0.130648479572369	0	0.490928810223882	0.0880475510693891	0	0.287937972048953	0.835959472610895	0.0971163446332316
hsa-miR-3140-3p	0	0.327573231486353	0	0	0	0.261296959144739	0.0856342302665385	0.245464405111941	0.176095102138778	0.270354525986373	0.431906958073429	0.208989868152724	0.291349033899695
hsa-miR-3194-3p	0.0838602103421173	0.327573231486353	0	0	0.207397212799736	0.130648479572369	0.256902690799616	0.245464405111941	0.0880475510693891	0.270354525986373	0.143968986024476	0.417979736305447	0.0971163446332316
hsa-miR-3681-5p	0.167720420684235	0.109191077162118	0.0856233228115607	0	0	0.130648479572369	0.171268460533077	0	0.352190204277556	0	0.143968986024476	0.835959472610895	0.194232689266463
hsa-miR-4474-3p	0	0.218382154324236	0.0856233228115607	0.0760999727880469	0.207397212799736	0.130648479572369	0.0856342302665385	0	0.0880475510693891	0.40553178897956	0.143968986024476	0.835959472610895	0.0971163446332316
hsa-miR-4668-5p	0.335440841368469	0.109191077162118	0.0856233228115607	0.0760999727880469	0.311095819199604	0	0.0856342302665385	0.490928810223882	0.0880475510693891	0.135177262993187	0.143968986024476	0.417979736305447	0
hsa-miR-6818-5p	0.0838602103421173	0.109191077162118	0.0856233228115607	0.152199945576094	0.103698606399868	0.130648479572369	0.342536921066154	0	0.0880475510693891	0	0.143968986024476	0	0.485581723166158
hsa-miR-6838-5p	0	0	0.171246645623121	0.304399891152188	0.103698606399868	0.130648479572369	0.513805381599231	0	0	0.270354525986373	0.287937972048953	0	0
hsa-miR-204-3p	0.419301051710587	0	0.171246645623121	0	0.311095819199604	0.261296959144739	0	0	0.176095102138778	0	0.143968986024476	0	0.194232689266463
hsa-miR-381-5p	0.167720420684235	0.436764308648471	0.0856233228115607	0.380499863940235	0.103698606399868	0.130648479572369	0	0	0.0880475510693891	0	0.143968986024476	0	0.0971163446332316
hsa-miR-642a-3p	0.167720420684235	0.109191077162118	0.171246645623121	0.0760999727880469	0.311095819199604	0.261296959144739	0	0	0.0880475510693891	0.135177262993187	0.143968986024476	0	0.291349033899695
hsa-miR-216b-5p	0.167720420684235	0	0.171246645623121	0.837099700668516	0	0	0	0	0	0	0	0.208989868152724	0.0971163446332316
hsa-miR-2277-3p	0.0838602103421173	0	0	0.0760999727880469	0.207397212799736	0.130648479572369	0	0.245464405111941	0.352190204277556	0.135177262993187	0.143968986024476	1.04494934076362	0
hsa-miR-2278	0.0838602103421173	0.109191077162118	0.0856233228115607	0.0760999727880469	0	0	0	1.71825083578359	0	0	0	1.25393920891634	0
hsa-miR-548s	0	0	0.0856233228115607	0	0	0.783890877434216	0.0856342302665385	0	0.0880475510693891	0.540709051972747	0.431906958073429	0	0.0971163446332316
hsa-miR-642b-5p	0.167720420684235	0.109191077162118	0.171246645623121	0.0760999727880469	0.311095819199604	0.261296959144739	0	0	0.0880475510693891	0.135177262993187	0.143968986024476	0	0.291349033899695
hsa-miR-5702	0	0	0	0	0.103698606399868	0.261296959144739	0.856342302665385	0	0	0.40553178897956	0	0.208989868152724	0
hsa-miR-6128	0.335440841368469	0	0.342493291246243	0.228299918364141	0.103698606399868	0	0	0	0.176095102138778	0	0.287937972048953	0	0.0971163446332316
hsa-miR-6735-5p	0.167720420684235	0.218382154324236	0	0.0760999727880469	0.103698606399868	0.130648479572369	0.256902690799616	0.736393215335823	0.264142653208167	0	0	0	0.0971163446332316
hsa-miR-6741-3p	0	0.436764308648471	0.342493291246243	0.228299918364141	0.103698606399868	0	0.171268460533077	0.245464405111941	0	0.135177262993187	0	0	0.0971163446332316
hsa-miR-520c-3p	0.0838602103421173	0	0	0	0	1.17583631615132	0.342536921066154	0.245464405111941	0	0	0	0.208989868152724	0
hsa-miR-518c-3p	0.0838602103421173	0	0.171246645623121	0.152199945576094	0.103698606399868	0.391945438717108	0	0.490928810223882	0.0880475510693891	0	0	0.417979736305447	0.194232689266463
hsa-miR-579-3p	0	0	0	0.0760999727880469	0.311095819199604	0.391945438717108	0.0856342302665385	0.245464405111941	0.176095102138778	0.40553178897956	0	0	0.194232689266463
hsa-miR-1229-3p	0	0.109191077162118	0.0856233228115607	0.152199945576094	0.103698606399868	0.261296959144739	0	0	0.352190204277556	0.40553178897956	0	0.208989868152724	0.0971163446332316
hsa-miR-1234-3p	0.167720420684235	0.109191077162118	0.171246645623121	0.0760999727880469	0.103698606399868	0.130648479572369	0.0856342302665385	0	0.0880475510693891	0	0.143968986024476	0.626969604458171	0.194232689266463
hsa-miR-1255b-5p	0.0838602103421173	0.109191077162118	0	0.228299918364141	0.207397212799736	0.130648479572369	0.256902690799616	0.490928810223882	0	0.135177262993187	0.143968986024476	0	0.0971163446332316
hsa-miR-1273c	0.0838602103421173	0.327573231486353	0.0856233228115607	0.152199945576094	0.103698606399868	0.130648479572369	0.171268460533077	0.245464405111941	0.0880475510693891	0.270354525986373	0	0.208989868152724	0
hsa-miR-3152-3p	0	0	0.0856233228115607	0.152199945576094	0	0	0	0	0	0	1.72762783229372	0	0.0971163446332316
hsa-miR-3916	0.0838602103421173	0.109191077162118	0	0.0760999727880469	0	0.783890877434216	0	0.490928810223882	0	0.540709051972747	0	0	0.0971163446332316
hsa-miR-3150b-3p	0.0838602103421173	0	0.0856233228115607	0	0.207397212799736	0.261296959144739	0.171268460533077	0.245464405111941	0.352190204277556	0.135177262993187	0	0.208989868152724	0.0971163446332316
hsa-miR-4443	0.0838602103421173	0	0.0856233228115607	0	0	0.130648479572369	0.256902690799616	0.736393215335823	0	0.540709051972747	0	0.626969604458171	0
hsa-miR-4482-3p	0.167720420684235	0.109191077162118	0.0856233228115607	0.0760999727880469	0	0	0.0856342302665385	0.245464405111941	0.792427959624502	0	0	0	0
hsa-miR-4738-3p	0	0	0.171246645623121	0.0760999727880469	0.103698606399868	0.130648479572369	0	0.245464405111941	0	0.135177262993187	0.287937972048953	0.626969604458171	0.388465378532927
hsa-miR-6764-3p	0.0838602103421173	0	0.0856233228115607	0.0760999727880469	0.103698606399868	0.522593918289478	0.0856342302665385	0.245464405111941	0.352190204277556	0	0.143968986024476	0.208989868152724	0
hsa-miR-548bb-5p	0.167720420684235	0	0.0856233228115607	0.228299918364141	0.103698606399868	0.130648479572369	0	0.245464405111941	0.0880475510693891	0.135177262993187	0	0	0.485581723166158
hsa-miR-519d-5p	0	0.109191077162118	0	0	0	1.30648479572369	0.0856342302665385	0	0	0.270354525986373	0	0	0.0971163446332316
hsa-miR-520g-3p	0.251580631026352	0	0	0.152199945576094	0	1.04518783657896	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-1283	0	0.109191077162118	0	0.0760999727880469	0	0.783890877434216	0	0	0	0.270354525986373	0	0	0.485581723166158
hsa-miR-1913	0	0.218382154324236	0	0.152199945576094	0.207397212799736	0.130648479572369	0.171268460533077	1.22732202555971	0	0	0.143968986024476	0	0
hsa-miR-3130-5p	0.167720420684235	0	0.171246645623121	0.304399891152188	0.103698606399868	0	0	0.245464405111941	0.0880475510693891	0.135177262993187	0.287937972048953	0.208989868152724	0
hsa-miR-3622a-3p	0.251580631026352	0	0	0.152199945576094	0.51849303199934	0	0	0	0.176095102138778	0	0	0	0.291349033899695
hsa-miR-3939	0	0.218382154324236	0.0856233228115607	0	0	0.914539357006586	0.0856342302665385	0	0.0880475510693891	0.135177262993187	0	0.208989868152724	0.0971163446332316
hsa-miR-378f	0.251580631026352	0.327573231486353	0.0856233228115607	0	0.311095819199604	0	0	0.490928810223882	0	0.270354525986373	0.143968986024476	0	0
hsa-miR-4507	0	0	0	0	0	0	0.0856342302665385	0.736393215335823	0.176095102138778	0.270354525986373	0	1.04494934076362	0.194232689266463
hsa-miR-4512	0.251580631026352	0	0.256869968434682	0	0	0.522593918289478	0.0856342302665385	0.245464405111941	0	0	0.143968986024476	0.208989868152724	0.0971163446332316
hsa-miR-4683	0	0	0	0.152199945576094	0.103698606399868	0.522593918289478	0.0856342302665385	0	0.0880475510693891	0.540709051972747	0	0.208989868152724	0.0971163446332316
hsa-miR-4707-5p	0	0.218382154324236	0	0	0	0.130648479572369	0.0856342302665385	1.22732202555971	0	0.270354525986373	0.575875944097906	0	0
hsa-miR-4717-5p	0	0.109191077162118	0.171246645623121	0	0	0.261296959144739	0.513805381599231	0.245464405111941	0	0	0.143968986024476	0.208989868152724	0.0971163446332316
hsa-miR-3591-5p	0.0838602103421173	0	0	0.152199945576094	0	0.522593918289478	0.0856342302665385	0.736393215335823	0	0.135177262993187	0.143968986024476	0.417979736305447	0
hsa-miR-5588-5p	0.251580631026352	0	0.256869968434682	0.228299918364141	0.103698606399868	0.130648479572369	0	0.490928810223882	0.0880475510693891	0.135177262993187	0	0	0
hsa-miR-6507-3p	0.0838602103421173	0.109191077162118	0.171246645623121	0.0760999727880469	0.207397212799736	0	0	1.47278643067165	0	0.270354525986373	0	0	0
hsa-miR-6508-3p	0.167720420684235	0	0.0856233228115607	0.228299918364141	0.103698606399868	0.130648479572369	0	0.245464405111941	0	0	0.287937972048953	0.208989868152724	0.291349033899695
hsa-miR-6732-3p	0.0838602103421173	0.109191077162118	0.0856233228115607	0.228299918364141	0.103698606399868	0	0.256902690799616	0.490928810223882	0	0	0	0.417979736305447	0.0971163446332316
hsa-miR-6772-3p	0.167720420684235	0.327573231486353	0.171246645623121	0.0760999727880469	0.414794425599472	0.130648479572369	0	0.245464405111941	0.0880475510693891	0	0	0	0
hsa-miR-6788-3p	0.251580631026352	0.109191077162118	0.171246645623121	0.380499863940235	0.311095819199604	0	0	0	0	0	0	0.208989868152724	0
hsa-miR-34b-3p	0	0	0	0.304399891152188	0.103698606399868	0.522593918289478	0	0	0.440237755346946	0	0	0	0
hsa-miR-520f-5p	0	0	0	0.228299918364141	0	0.522593918289478	0.0856342302665385	0	0	0.81106357795912	0	0	0
hsa-miR-541-3p	0.670881682736938	0	0.0856233228115607	0	0	0.130648479572369	0.0856342302665385	0	0	0.270354525986373	0	0	0.0971163446332316
